Name,Num,Score
iamdiv,984,0.12086
Joe Wang,985,0.12086
JPraguer,986,0.12086
JYP,987,0.12086
kerr14333,988,0.12086
Kondiparthi Shanmukha Sarath,989,0.12086
lizhifan,990,0.12086
LushaBie,991,0.12086
MarineJ,992,0.12086
Michał Śmiłowski,993,0.12086
Naveen Kunta,994,0.12086
Nishu Goyal,995,0.12086
niucheng1991,996,0.12086
peiwenluo,997,0.12086
piyushgoyal443,998,0.12086
Pradip Nichite,999,0.12086
rahulsinghrs7,1000,0.12086
rajat1427,1001,0.12086
richard2018,1002,0.12086
Sai Ma,1003,0.12086
shubhammallade,1004,0.12086
Sujit Gupta,1005,0.12086
sun1994,1006,0.12086
Tanvir Singh Khatra,1007,0.12086
taoguo,1008,0.12086
Tony Shi,1009,0.12086
UncleNutzy,1010,0.12086
vsuvarna02,1011,0.12086
ximi,1012,0.12086
yuuki_k,1013,0.12086
Zehui Chen,1014,0.12086
ZhenChong liu,1015,0.12086
Chris X,1016,0.12088
Yang Xia,1017,0.1209
koyopro,1018,0.12091
Yao Xin,1019,0.12091
mengzengyou2018,1020,0.12092
Ethan Otto,1021,0.12094
Thales Freitas,1022,0.12095
xup65p4m3,1023,0.12095
Arpityadav,1024,0.12096
Ben W P Chan,1025,0.12096
DRV192,1026,0.12096
leo_hualu,1027,0.12096
lichao,1028,0.12096
ocean404,1029,0.12096
shinjjang_ver_2,1030,0.12096
VäinöSnicker,1031,0.12096
xiaolata233,1032,0.12096
Yin Jiaze,1033,0.12096
yl2364,1034,0.12096
Mashex,1035,0.12097
Sharbel,1036,0.12097
Billy Li,1037,0.12098
BillyErmlick,1038,0.121
MaratKhanbekov,1039,0.121
weijia zhou,1040,0.12103
Chelsea Cui,1041,0.12105
dalalaa,1042,0.12105
ilovefax080812,1043,0.12105
Mohamed Abido,1044,0.12105
xieyilue,1045,0.12106
NeverMindTeam,1046,0.12108
Angel Papadopulos,1047,0.1211
Prashant Kumar Jha,1048,0.12113
José David Carvajal,1049,0.12115
paultimothymooney,1050,0.12115
Josh Vichare,1051,0.12116
nadavB,1052,0.12119
E_Rachel,1053,0.12121
PhilCho,1054,0.12121
Shireen Meher,1055,0.12122
klangnim,1056,0.12126
G19_Predictor,1057,0.12127
vincentHoudy,1058,0.12128
Jackie Tang,1059,0.12131
Camilo Erasso,1060,0.12132
ijustwannadonwload,1061,0.12133
RobLawliet,1062,0.12134
Rory,1063,0.12134
R_Efay,1064,0.12138
upward,1065,0.12142
colitas,1066,0.12144
livmortis,1067,0.12144
Sachin Mittal,1068,0.12144
gmn,1069,0.12145
mjorge,1070,0.12147
E_Rachel_backup,1071,0.12148
aidephom,1072,0.1215
Tianqi Wang,1073,0.1215
taksh,1074,0.12151
Ezreal,1075,0.12154
kyaajin,1076,0.12157
Pechatov,1077,0.12157
Shivank Gupta,1078,0.12157
Tapan,1079,0.12157
lixueke,1080,0.12159
Daphne Ma,1081,0.12161
DavidYu,1082,0.12167
Dan Gieseler,1083,0.12168
Haythem,1084,0.12168
alirem,1085,0.12171
LiyaFu,1086,0.12171
Shuto and Taras,1087,0.12175
danspace,1088,0.12176
sonu1234,1089,0.12177
Jeremy E,1090,0.12181
Lucky Sunda,1091,0.12181
UWRF Machine Learning Project,1092,0.12181
Shenc,1093,0.12186
Ashley Staab,1094,0.1219
linning_ict,1095,0.12191
fyingzhu,1096,0.12193
Alex Petrakiev,1097,0.12195
Bolloc,1098,0.12195
AdityaSidharta,1099,0.12196
Harsh Bhojwani,1100,0.12196
rrr5,1101,0.12196
Les Actuaires du Nord,1102,0.12197
Simmi Pastakia,1103,0.12203
Daniel Morton,1104,0.12204
Lutz,1105,0.12205
tomschloss,1106,0.12205
Greg Scott,1107,0.12209
Javeriana Grupo 1,1108,0.12209
chien,1109,0.1221
Junjie Zhu,1110,0.1221
Talk Data,1111,0.1221
Amaury PICHAT,1112,0.12215
KKLRY,1113,0.12217
Yulia Smirnova,1114,0.12217
DiegoUndrin,1115,0.12219
Allenasri,1116,0.1222
747,1117,0.12224
Javeriana Grupo 4,1118,0.12224
JY Lai,1119,0.12224
Vance Chen,1120,0.12224
MandeepSingh,1121,0.12225
[BSU]DzinaDybouskaya,1122,0.12226
abcd1234abcd,1123,0.12229
nikkiisfine,1124,0.12229
SaloniBansal,1125,0.12229
Jeff Y ,1126,0.12231
pengtingluo,1127,0.12232
Waleed Falak,1128,0.12234
HanBei,1129,0.1224
Elon KIKI,1130,0.12242
Holly Wang,1131,0.12242
kennymoy,1132,0.12242
Cheng Hang,1133,0.12244
ksever,1134,0.12245
designermartin,1135,0.12248
Anthony Okoth,1136,0.12249
FUPM,1137,0.1225
vijaychowdary,1138,0.1225
Arnab Mukherjee,1139,0.12252
yebenbenben,1140,0.12264
YuanXD,1141,0.12264
MariannaPetrova,1142,0.12265
ankit4all,1143,0.12266
freeman1124,1144,0.12266
mt1022,1145,0.12266
ldmpku,1146,0.12267
ldmsimon,1147,0.12267
Javier Tejedor Aguilera,1148,0.12268
TheDreamTeam,1149,0.12268
Ayushi Yadav,1150,0.12269
emmasyd,1151,0.1227
Jhonathan Pedroso,1152,0.1227
prathiksha01,1153,0.12271
kegoru,1154,0.12275
Taichi Nakamura,1155,0.12275
yuubk,1156,0.12275
Emmett,1157,0.12276
luda,1158,0.12277
garfieldchh,1159,0.12281
Matthew Sartwell,1160,0.12281
wangdachui,1161,0.12281
loayu162,1162,0.12284
JongLatino,1163,0.12285
aisawan,1164,0.12287
Kronostheus,1165,0.12289
Jerrie,1166,0.12296
Amit Suyal,1167,0.12301
Jacob Harvey ,1168,0.12304
Scott Zhang,1169,0.12305
T.L. NG,1170,0.12307
Orkan Akcan,1171,0.12308
rayobanon,1172,0.12311
Jason Mintz,1173,0.12312
kuo 23,1174,0.12318
Richard Lai,1175,0.12318
matt85,1176,0.12323
DashuaiZheng,1177,0.12324
HenryOgworonjo,1178,0.12324
lrushx,1179,0.12324
Neil Lin,1180,0.12324
ch l,1181,0.12328
Gregor ,1182,0.12329
IoA_WolfPack,1183,0.12329
RavibhushanKumar,1184,0.1233
Lourdes Díaz,1185,0.12334
Shuhan Wei,1186,0.12334
Naohiro Kobayashi,1187,0.12335
Shiuan,1188,0.12339
Jacob Robinson,1189,0.12343
Zephyr Wong,1190,0.12343
Nikhil 3,1191,0.12344
Sagar Ganiga,1192,0.12344
JamesSharwin,1193,0.12348
jack321,1194,0.12349
Hamza Zafar,1195,0.1235
haoranpu,1196,0.12351
llqiong,1197,0.12353
GustavNygren,1198,0.12355
atiti,1199,0.12358
Colordays,1200,0.12358
Lu Wang,1201,0.12358
Graylien,1202,0.1236
yefan95,1203,0.12361
Claudio Scalzo and Luca Lombardo,1204,0.12362
Evon,1205,0.12363
Zhou Bo,1206,0.12364
Dwyane Shi,1207,0.12365
Maria Eduarda Almeida_up200906073,1208,0.12365
Idear,1209,0.12369
DreamTeam7,1210,0.12371
ActuarialBaller,1211,0.12372
Stephen M,1212,0.12374
Shankarjee Krishnamoorthi,1213,0.12375
huangzixuan,1214,0.12378
FaiHuntrakool,1215,0.12382
kungfu boy,1216,0.12382
Leizhu,1217,0.12387
Yipu Liu,1218,0.12387
Matt Cliff,1219,0.12392
SaraSeylani,1220,0.12392
Rocío Byron,1221,0.12394
Beau Smit,1222,0.12396
Bernardo Fernandes,1223,0.12399
FGIN,1224,0.12405
SouthBear,1225,0.12406
静海平纳,1226,0.12409
Greg Bone,1227,0.12409
Javed Sheikh,1228,0.12409
lorenzha,1229,0.12409
yunus karabulut,1230,0.12409
Luo Yi,1231,0.1241
dream1018,1232,0.12411
Tom jason,1233,0.12411
TigerKiller,1234,0.12413
mrdanibudapest,1235,0.12414
Peter Jiang,1236,0.12417
RonYoung,1237,0.12417
fremont,1238,0.12423
Louie,1239,0.12423
RashmiMargani,1240,0.12423
ZHANG TIECHEN,1241,0.12425
leafisgreen1,1242,0.12428
LiangCao,1243,0.12431
sangeethamyra,1244,0.12435
2.0161E+11,1245,0.12437
yingzk,1246,0.1244
Storm,1247,0.12442
khammar mouna,1248,0.12444
neik,1249,0.12445
Yanting Shi,1250,0.12452
yzhang966,1251,0.12454
ElvisLeng,1252,0.12455
justpainm8,1253,0.12455
Boris Maslakov,1254,0.12458
Simon RICHELLE,1255,0.12458
Bharath Sriraam R R,1256,0.12459
Debanjan,1257,0.12459
kindasusenne,1258,0.1246
guo0110,1259,0.1247
Sunil Chandra,1260,0.1247
Happy198386,1261,0.12471
河洛春申,1262,0.12473
Justin Liang,1263,0.12473
D:/Kuliah/Data Minig/Project/House Pricing/Data/,1264,0.12474
Sept_C,1265,0.12476
Jaesung Song,1266,0.12477
Xue Qianming,1267,0.12477
Guan,1268,0.12481
moonsin,1269,0.12481
YongSingYou,1270,0.12483
Hugo Yeche,1271,0.12487
zh011476,1272,0.12487
Jackie789,1273,0.12491
Shimpei,1274,0.12495
gangAI,1275,0.12497
YUHAO WU,1276,0.12497
Vivek Mishal,1277,0.12498
Jon Corell,1278,0.125
Sam Bhattacharya,1279,0.125
Tim Huntley,1280,0.12506
hanieid,1281,0.12513
Zer0Tas,1282,0.12514
Fish & Chips,1283,0.1252
fanxinwen,1284,0.12522
Jean Lambert,1285,0.12528
China Tang,1286,0.1253
Connor Lipke,1287,0.12535
mousavi68,1288,0.12538
ryota suzuki,1289,0.12538
Brock Stashick,1290,0.1254
Housing Price 3,1291,0.1254
Marco Gorelli,1292,0.1254
Nick Dai,1293,0.1254
turner47,1294,0.1254
RAFEL,1295,0.12541
Rishi Hazra,1296,0.12541
vl1015,1297,0.12542
rsaavy,1298,0.12544
YAN MAITONG,1299,0.12544
Anirudh Vadrevu,1300,0.12545
Kiley Borrevik,1301,0.12545
taocong,1302,0.12547
Matthi,1303,0.12548
hang hang,1304,0.12553
Daniel Blei,1305,0.12554
kupp,1306,0.12555
YingJoy,1307,0.12556
Lex Zhao,1308,0.12557
John Michaels,1309,0.12558
Ashish,1310,0.12559
veprasad,1311,0.12559
BoogyMan,1312,0.12561
lskywalker,1313,0.12563
某小明666,1314,0.12564
Bangyao Xu,1315,0.12564
Bin Fu,1316,0.12564
liumin,1317,0.12564
Alberto De Marco,1318,0.12566
DiegoAHR,1319,0.12567
TobyatLarge,1320,0.12567
2.0162E+11,1321,0.12568
kamile,1322,0.12568
C James,1323,0.12569
TaniaCarvalho,1324,0.12569
Don-Roberts,1325,0.1257
GameOver Chan,1326,0.1257
Xingbo SHANG,1327,0.12572
mitcht,1328,0.12579
YZJ,1329,0.12581
AlexLiu,1330,0.12584
DS.Park,1331,0.12584
Sonu Dixit,1332,0.12584
Minkowski,1333,0.12586
nature.huangjj,1334,0.12588
Li Zhao,1335,0.12589
kagglemchu,1336,0.12591
Qiang Rao,1337,0.12591
Matthew Hsw,1338,0.12592
Angie Mutava,1339,0.12594
lylylyly61,1340,0.12594
zxtwings,1341,0.12594
cold冷星辰,1342,0.12595
Keijiro Tanabe,1343,0.12595
osuYi,1344,0.12595
shujiaowang,1345,0.12596
Y. ZHU,1346,0.12597
Andy Ko,1347,0.12599
Bethea Zia,1348,0.12599
HaoyuMa,1349,0.12602
MatthewO'Neil,1350,0.12602
ninesky110,1351,0.12602
Shyam Valsan,1352,0.12602
T_Tianzhencong,1353,0.12603
zuxiu88,1354,0.12603
Priest_kaggle,1355,0.12604
Leo Lo,1356,0.12605
souvikkr,1357,0.12605
jason920207,1358,0.12607
silevin,1359,0.12608
gufra,1360,0.12609
Sir Lucius Cadburry,1361,0.1261
lanxuezai,1362,0.12611
JimmyLo,1363,0.12614
YoungShellZzz,1364,0.12614
juzixia,1365,0.12615
Youssef,1366,0.12615
Alex Bern,1367,0.12616
Stefano Parravano,1368,0.12617
Stephen Wood,1369,0.12617
Aniket025,1370,0.12619
cyfrank,1371,0.12619
John Alex Garcia,1372,0.12619
Zane Sorenson,1373,0.12621
Mike Liao,1374,0.12622
adamren001,1375,0.12623
chunqiu zheng,1376,0.12623
guomiaoqing,1377,0.12623
super jjj,1378,0.12623
adamnicke,1379,0.12624
shuangchenyue,1380,0.12624
zhoumingm,1381,0.12624
ml_pipeline,1382,0.12625
AseemSachdeva,1383,0.12626
Ke Qu,1384,0.12626
terryss,1385,0.12627
longxi7997,1386,0.12631
Romain Vuillez,1387,0.12633
malele,1388,0.12634
Jinmei Zheng,1389,0.12635
Linh,1390,0.12635
Pengyong Li,1391,0.12636
2TeamEndicott,1392,0.12639
firelouiszj,1393,0.12639
karanh,1394,0.12639
Ziyue Chi,1395,0.12639
Saket Ranjan,1396,0.12642
Delvin So,1397,0.12643
Evgeni Kasatkin,1398,0.12643
Hamza B,1399,0.12643
Maxime Fuccellaro,1400,0.12645
datareza,1401,0.12647
Hannah Lee,1402,0.12647
Steven Devan,1403,0.12648
ScottYork,1404,0.12649
DEEPANSHUBHATIA,1405,0.1265
Mike Farah,1406,0.12651
Housing Project Team 4,1407,0.12653
atefemoradan,1408,0.12663
Richard Hildebrand,1409,0.12663
Uzimpray,1410,0.12663
Max Minenko,1411,0.12664
Shailendra Patil,1412,0.12666
Gang Fang,1413,0.12671
Abhishek 3,1414,0.12677
Le23,1415,0.12677
DezhongDeng,1416,0.12678
nohacking,1417,0.12683
Eliott Thales,1418,0.12684
Chintan Shah,1419,0.12689
EsraaMadi,1420,0.12689
Daichi Shinohara,1421,0.1269
CharlesOY,1422,0.12692
panpolikarp,1423,0.12695
Alan Sun,1424,0.12696
clorofillo,1425,0.12698
JensKristianEgsgaard,1426,0.12699
teugerb,1427,0.12701
Ying Yuan,1428,0.12709
chen636489,1429,0.1271
Zoe0917,1430,0.1271
will griffith,1431,0.12711
Yaqiong Hou,1432,0.12712
IsabellaZhang,1433,0.12713
Vincent Zhang,1434,0.12713
Leonard Grazian,1435,0.12714
samd28,1436,0.12718
Lydia,1437,0.12722
dwSun,1438,0.12726
andrew_zzz,1439,0.12728
Kohei Kubo,1440,0.12732
jlingle,1441,0.12737
zhuwc,1442,0.12737
santhoshetty,1443,0.1274
xuguangshu,1444,0.1274
Goman,1445,0.12741
VVHW,1446,0.12741
ggupta,1447,0.12742
shenfuli,1448,0.12744
Elodie,1449,0.12745
Milovan Zogovic,1450,0.12746
Austin H.,1451,0.12747
H.A.,1452,0.12749
jacob8567,1453,0.1275
pulkitsharma12,1454,0.12751
Fabio Martins,1455,0.12753
Raj Rawat,1456,0.12753
sgr914,1457,0.12754
Ha Pham,1458,0.12756
soundaryapatel,1459,0.12756
gewozhenneng,1460,0.12758
abhishek757,1461,0.12763
babyss,1462,0.12764
Julien M,1463,0.12766
ronin5,1464,0.12766
LilyChen,1465,0.12767
Johnson Kan,1466,0.1277
t1i2a3n4,1467,0.12772
COMP4433 Team 16,1468,0.12773
Stenford,1469,0.12777
Abs Ran,1470,0.1278
Erick Burnham,1471,0.12782
samadhan,1472,0.12783
Denis Vorkozhokov,1473,0.12784
Tina Hsieh,1474,0.12786
GauravSinghRajput,1475,0.12789
Narsinga Rao Chella,1476,0.12789
Gustavo Camargo,1477,0.12792
Julian D'Costa,1478,0.12792
Yan Papadakis,1479,0.12792
Richard Burbaud,1480,0.12796
pgfuchs,1481,0.12805
Rodrigo Maia,1482,0.12805
Hazel Jiang,1483,0.1281
Joe Swifter,1484,0.12811
Leo Ching,1485,0.12814
Andre Moraes,1486,0.12815
darthvaaaaader,1487,0.12815
Prashant Wankhede,1488,0.12815
pavankumarkulkarni,1489,0.12817
Kenta Kasugai,1490,0.12818
Rain Pints,1491,0.12818
kaji,1492,0.1282
Akash R,1493,0.12822
Ivan Charkin,1494,0.12824
xiansoyuwe,1495,0.12831
Yashwant Yarlagadda,1496,0.12831
Dr. Ahmad Al Sallab,1497,0.12833
jiegege,1498,0.12836
Li Lei PaPa,1499,0.12837
Yong Sheng,1500,0.12841
EricWong,1501,0.12844
tobiasmerkt1,1502,0.12846
Ravi Prakash,1503,0.12851
Gunjan Acharya,1504,0.12852
Denn,1505,0.12853
Sarun Rajan,1506,0.12856
meltingclock,1507,0.12858
Phil Bingham,1508,0.1286
Ryan Visser,1509,0.1286
Pritty Skaria,1510,0.12861
bfhtony,1511,0.12869
Samuel Argouet,1512,0.1287
zwccccc,1513,0.1287
Takahiro KATO,1514,0.12872
lumoralz,1515,0.12873
Michael Koller,1516,0.12873
Zpx007,1517,0.12875
Colin Shields,1518,0.12878
Pablo Acuna,1519,0.12881
Ilya Zemskov,1520,0.12883
yuta21,1521,0.12884
Kyle Marten,1522,0.12887
JohnGrando,1523,0.12889
Sudarshan Veeramreddy,1524,0.12889
Copper Donat,1525,0.1289
wangqi,1526,0.1289
Arun V Sankar,1527,0.12894
Team 5,1528,0.12895
MingZZZZZZZZ,1529,0.12896
Rui Li,1530,0.12897
Arman Karatayev,1531,0.12906
ArystanbekYedigenov,1532,0.12906
WernerBrenkman,1533,0.12907
T768767,1534,0.12912
AMPires,1535,0.12914
Bruno C,1536,0.12915
DimitreOliveira,1537,0.12918
Lazaraus,1538,0.12918
weillschang,1539,0.12919
Nagendra,1540,0.12921
searching4,1541,0.12922
BKAR,1542,0.12924
andrei885,1543,0.1294
Pawan Prajapati,1544,0.1294
Ajay Kumar N,1545,0.12941
David Fu,1546,0.12941
DrDRE,1547,0.12944
SmirkyGraphs,1548,0.12945
Goni,1549,0.12948
goni554,1550,0.12948
Brandon Canniff,1551,0.12951
ChrisPotter,1552,0.12951
GreatPawan,1553,0.12951
Johannes Kern,1554,0.12951
Mait taQ,1555,0.12951
Alejand Chen,1556,0.12953
Andi,1557,0.12955
Alastair James,1558,0.12958
Banri_Yanahama,1559,0.12962
Pavel Plyusnin,1560,0.12964
DON WON,1561,0.12967
Rachael Heile,1562,0.12967
andre nascimento,1563,0.12968
nidhal,1564,0.12968
Brett Magill,1565,0.12971
Darkdeng,1566,0.12971
whamp,1567,0.12973
hopes6166,1568,0.12974
Cilence,1569,0.12979
svenski,1570,0.12981
Yellow-GreatStone,1571,0.12985
atonin,1572,0.12987
Troy Lee,1573,0.12987
Siminov,1574,0.12988
Lehends,1575,0.12989
soli_,1576,0.1299
AxelDente,1577,0.12991
Sachin Dua,1578,0.12991
karims,1579,0.12994
Xiangyu Liu,1580,0.12996
lylyf1987,1581,0.12997
YuqinJIANG,1582,0.12997
BoyuZhang,1583,0.13
Chico,1584,0.13
Mikko Hirvonen,1585,0.13
Mithun Khatri,1586,0.13
Prakash Rengasamy,1587,0.13
Przemyslaw Konior,1588,0.13
SandeepPawar,1589,0.13007
Sharon Anna Thomas,1590,0.13007
Hyunsik,1591,0.1301
Nathan Crow,1592,0.13014
Big Marta HackaTomy,1593,0.13015
Tomas Woodhall,1594,0.13015
Arsalan Rana,1595,0.13018
Ziyi Zhao,1596,0.1302
Beibit Baktygaliyev,1597,0.13021
kl2hirip,1598,0.13022
rainniee,1599,0.13022
Aquariusw,1600,0.13026
Jaime Céspedes Sisniega,1601,0.13026
the mighty ,1602,0.13031
Angoo,1603,0.13034
Chris Kurien,1604,0.13036
Dmitry Podviaznikov,1605,0.13042
2113,1606,0.13045
JoyLin,1607,0.1305
swapnilgupta0,1608,0.13052
HJYHJY,1609,0.13055
RobinKe,1610,0.13055
JayRP,1611,0.13056
cédricleroy,1612,0.13057
Soumya Saha,1613,0.13057
utkarshshreemali,1614,0.13057
Biju Sasidharan,1615,0.13058
shivani,1616,0.13058
Nayan solanki,1617,0.13063
Caio Camatta Coelho,1618,0.1307
Lemon Cutie,1619,0.13071
Mehdi Mujtaba,1620,0.13073
Shaikh Quader,1621,0.13074
Mario Guerriero,1622,0.13076
Naai Lai,1623,0.13076
Xiao Song,1624,0.13076
Yogesh Kumar Purohit,1625,0.13076
Smriti,1626,0.13077
Akash Mishra,1627,0.13078
XiaozhouWang,1628,0.13078
nidhi,1629,0.1308
Lai Naai,1630,0.13081
laai nai,1631,0.13082
Manoj Ramaprasad,1632,0.13086
Fenice,1633,0.13088
Drakael Aradan,1634,0.13092
priyabundela12,1635,0.13092
Dakota Fischer,1636,0.13095
Paweł Michalak,1637,0.13095
Ligang,1638,0.13096
trectyll,1639,0.13097
Шевкунов Кирилл,1640,0.13099
Mahesh Kuklani,1641,0.13099
SenWang,1642,0.13099
Shashank BR,1643,0.13099
BOSS,1644,0.13103
labdmitriy,1645,0.13103
Vincent Kao,1646,0.13104
Eric Guo,1647,0.13106
Naumov Nikita,1648,0.13107
Toan Xuan Mai,1649,0.1311
zongjie,1650,0.1311
Kshitiz Gupta,1651,0.13111
Ziyang Sun,1652,0.13113
Antoine Diffloth,1653,0.13117
MuchenZhu,1654,0.13118
mukesh14,1655,0.13118
Apoora sharma,1656,0.1312
plasticgrammer,1657,0.13123
alexmensk,1658,0.13127
Jean Pierre Rukundo,1659,0.13129
Vipul Rathore,1660,0.13129
Lauren Hart,1661,0.1313
dilex,1662,0.13137
SonakshiSingh,1663,0.13138
Sparsh Garg,1664,0.1314
aspstasek,1665,0.13141
Hein,1666,0.13142
Jason Duncan-Wilson,1667,0.13142
Rohit Kapur,1668,0.13144
Kyle Pratt,1669,0.13149
Cameron Ramirez,1670,0.1315
vasilisnikolaou,1671,0.13152
Anand Radhakrishnan,1672,0.13153
Praneeth Reddy,1673,0.13153
wrobbins923,1674,0.13154
Kalle Bylin,1675,0.13157
katiewise,1676,0.1316
Malinois,1677,0.13162
Eduard Crafti,1678,0.13163
honlamlai,1679,0.13165
karan212,1680,0.13169
0x00,1681,0.13171
lolalemon,1682,0.13176
Joonsuk,1683,0.13178
ddu kim,1684,0.1318
sat_nation,1685,0.13182
Jennifer Bowman,1686,0.13187
winghochow,1687,0.13187
RealLearning,1688,0.13188
Ruth Gonzaga,1689,0.1319
richardbebin,1690,0.13192
Dantong,1691,0.13193
Rafee Shaik,1692,0.13193
Fivos,1693,0.13194
nicopezzella1,1694,0.13195
John Pan,1695,0.13196
irenag,1696,0.132
Platina Liu,1697,0.13203
KetikaGarg,1698,0.13204
TeamS,1699,0.13204
yzhang250,1700,0.13204
Sounithtra Vongsaphay,1701,0.13207
joelzou,1702,0.13209
Liam Wilbraham,1703,0.13209
ariel more,1704,0.13211
c401180138,1705,0.13211
Antonio Rossi,1706,0.13212
karlis.kanders,1707,0.13212
BriceLP,1708,0.13217
Edoardo Ferrante,1709,0.13218
Cezary Szulc,1710,0.1322
Mit Lakhani,1711,0.1322
Han Le,1712,0.13221
SabyasachiSahoo,1713,0.13221
shanthkumar,1714,0.13222
wilde lau,1715,0.13225
FacelessMen,1716,0.13226
Joshua H.,1717,0.13226
Rodrigo Gómez,1718,0.13226
tdube,1719,0.13226
Stefan Putra Lionar,1720,0.13227
Jemilu Mohammed,1721,0.1323
bx9dev,1722,0.13233
Spring-18-67-364-Team02,1723,0.13236
Nina J,1724,0.13242
kagglejohdoe,1725,0.13244
Y Assous,1726,0.13244
Jules Bouté,1727,0.13248
Marco Araujo,1728,0.1325
PrincipalComponents,1729,0.13255
adscerbian,1730,0.13257
Little Tiger,1731,0.13257
Diego Miranda,1732,0.13259
johnjohndoedoe,1733,0.13264
rogue_one,1734,0.13264
ducnguyen2020,1735,0.13265
shengfeng,1736,0.13265
Blaise Ampil,1737,0.13267
HancelPV,1738,0.13269
Kwok Chit Yin,1739,0.1327
Nada,1740,0.1327
Jerr,1741,0.13274
Tobyccino,1742,0.13275
Guillaume Verbiguié,1743,0.13276
Reynold Nathaniel,1744,0.13276
cdmorgan103,1745,0.13277
dvshanthi,1746,0.13277
estajim,1747,0.13277
geetanjalich,1748,0.13277
mes013,1749,0.13277
Sreeni Jilla,1750,0.13277
AlexeyiV,1751,0.13278
ykatayama,1752,0.13281
jollyakshay,1753,0.13286
nguttm,1754,0.13287
Chris Ashburner,1755,0.1329
ADJames,1756,0.13291
databigbilbao,1757,0.13292
jorgecote,1758,0.13292
SavaStevanovic,1759,0.13292
Vinayagam.D.Ganesh,1760,0.13294
Afrojew,1761,0.13295
baburao,1762,0.13295
Roy Murphy,1763,0.13296
Jaron Whittington,1764,0.13299
Mohammad Butt,1765,0.133
Stackordan,1766,0.13303
Ema93sh,1767,0.13308
Akare,1768,0.13313
nwhidden,1769,0.13315
Raymond Tay,1770,0.13317
Gaurav Gupta,1771,0.13318
Sunset Owl,1772,0.1332
Post DataLAB,1773,0.13321
Aldrin,1774,0.13324
Meotos,1775,0.13324
TakatoshiKanazawa,1776,0.13326
Bryce,1777,0.13328
Aishwarya Malatesh Kulkarni,1778,0.1333
Ananth R N,1779,0.1333
Arundhati Gupta,1780,0.1333
ashreet,1781,0.1333
farianaaz,1782,0.1333
Nabeela_Samsi,1783,0.1333
Nireeksha,1784,0.1333
prat4321,1785,0.1333
wpldk,1786,0.13332
ph_,1787,0.13336
Ronaldo,1788,0.13336
Kazunori Kamahara,1789,0.13337
Ahmed Zouari,1790,0.1334
Qiao,1791,0.13341
Brian Stell,1792,0.13342
CapsLock,1793,0.13344
himanshuchugh 2,1794,0.13345
Kasmith,1795,0.13347
KaranGautam,1796,0.13348
OllyAttwood,1797,0.13348
Engr. RM,1798,0.13349
Aditya Sathish,1799,0.1335
zzzealous,1800,0.13352
hasehiro,1801,0.13353
Adam Tunney,1802,0.13354
pyrochickin,1803,0.13354
shensz0605,1804,0.13354
Seemore Glass JP,1805,0.13357
Prasad Perera,1806,0.13358
Gabby Camara,1807,0.13361
konstantinmasich,1808,0.13364
romansmit,1809,0.13367
justus2018,1810,0.13368
Dmitriy Kazakov,1811,0.13371
ajaix,1812,0.13373
IlyaKats,1813,0.13376
JeffKing,1814,0.13381
marcoam,1815,0.13381
BillyHansen,1816,0.13384
Dillon Timboe,1817,0.13389
Mizubeat,1818,0.13391
ChrisKurien,1819,0.13392
fgy0303,1820,0.13396
gauravsinha,1821,0.134
zhuwcccccc,1822,0.13402
melozeng,1823,0.13403
PauloRicardo,1824,0.13403
sunil sharma,1825,0.13405
wanghan1998,1826,0.13408
Charles Sullivan,1827,0.13409
Matias Thayer,1828,0.13409
Deogol,1829,0.13413
SciKat,1830,0.13414
BOB_8,1831,0.13415
kainchow,1832,0.13416
Tomasz Grazynski,1833,0.13416
pouya sobhani,1834,0.13418
zahra T,1835,0.13418
melozzz,1836,0.13419
jshin,1837,0.1342
Oreo PewPew,1838,0.13421
Artem Ivanov,1839,0.13422
Airel Jimenez,1840,0.13423
shyammadhavan,1841,0.13423
Maximilian Hansinger,1842,0.13426
dataguy69,1843,0.13428
Jiri Zamecnik,1844,0.13429
L8shao,1845,0.13431
Patrick Chao,1846,0.13432
RatnadeepBhattacharyya,1847,0.13432
Camilo Rosales,1848,0.13435
Priya_bundela,1849,0.13436
Team RB,1850,0.13442
Willian Werner,1851,0.13442
Elain Camile,1852,0.13443
Shivansh Srivastava,1853,0.13443
gustafsonja,1854,0.13444
KU_s492m183,1855,0.13444
Michael Petkun,1856,0.13444
xuji,1857,0.13444
chetanya,1858,0.13445
Artemii Hrynevych,1859,0.13446
Ravi Anand,1860,0.13446
Will Lane,1861,0.13446
lelelee,1862,0.13447
Ujju,1863,0.13447
zonaylc,1864,0.13447
darthdeus,1865,0.13449
Denis Kanibolotskiy,1866,0.13449
lucasmoura,1867,0.13449
JayJose,1868,0.13451
asdsaf1,1869,0.13452
Bing Li,1870,0.13452
LE Van Tuan,1871,0.13452
LyndaAnne,1872,0.13453
JinchaoChen,1873,0.13455
Z.T.Y,1874,0.13455
logicGeek,1875,0.13457
lsvermeer,1876,0.13457
Daniel Ciarrocki,1877,0.13458
Dili as a service,1878,0.13458
X(J)avier,1879,0.13458
Lorenz Walthert,1880,0.1346
Ursula Lengler,1881,0.13461
Harbor,1882,0.13462
猫宁,1883,0.13463
LeireAgui,1884,0.13465
Kira201610214818,1885,0.13466
YxLin,1886,0.13466
victornove,1887,0.13467
Huan Chen,1888,0.13468
Javeriana Grupo 5,1889,0.13469
